Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,DollarsPerOz,Aroma,Flavor,Agtron Ext,Agtron Gnd,Roast_Level_num,Latitude,Longitude
Paradise Roasters,Ecuador Hacienda Legrand Robusta,93,Minnesota,Ecuador,Medium-Light,1.58,9,9,54,72,1,-2.0,-77.5
Nostalgia Coffee Roasters,Glory Days,92,California,Peru,Medium,1.67,9,9,46,70,2,-10.0,-76.0
Bird Rock Coffee Roasters,Kenya Kamwangi,95,California,Kenya,Medium-Light,2.0,9,9,58,78,1,1.0,38.0
RamsHead Coffee Roasters,El Salvador Pacamara,93,Montana,El Salvador,Medium-Light,1.5,9,9,54,72,1,13.83,-88.92
RamsHead Coffee Roasters,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,92,Montana,Nicaragua,Medium-Light,1.5,9,9,58,76,1,13.0,-85.0
Drink Coffee Do Stuff,Banti Nenga Hambela Wamena,93,California,Ethiopia,Medium-Light,1.83,9,9,59,77,1,8.0,38.0
JBC Coffee Roasters,Sudan Rume,95,Wisconsin,Colombia,Medium-Light,3.75,9,9,57,74,1,4.0,-72.0
Peach Coffee Roasters,Sumatra Lintong,93,Georgia,Sumatra,Medium-Light,1.58,9,9,54,72,1,-5.0,120.0
Barrington Coffee Roasting,Testi Ayla Double Ethiopia,97,Massachusetts,Ethiopia,Light,4.58,9,10,64,86,0,8.0,38.0
JBC Coffee Roasters,Primavera Colombia Espresso,94,Wisconsin,Colombia,Medium-Light,1.58,9,9,58,78,1,4.0,-72.0
JBC Coffee Roasters,Andi Sumatra,93,Wisconsin,Sumatra,Medium-Light,1.62,9,9,58,76,1,-5.0,120.0
JBC Coffee Roasters,Gigesa Ethiopia,94,Wisconsin,Ethiopia,Light,1.5,9,9,62,80,0,8.0,38.0
Temple Coffee Roasters,Guatemala Buena Vista Single-Origin Espresso,93,California,Guatemala,Medium-Light,1.88,9,9,56,72,1,15.5,-90.25
Temple Coffee Roasters,Ethiopia Reko Yirgacheffe,93,California,Ethiopia,Medium-Light,1.71,9,9,60,76,1,8.0,38.0
JBC Coffee Roasters,Medina Natural,93,Wisconsin,Guatemala,Medium-Light,1.71,9,9,58,76,1,15.5,-90.25
Barrington Coffee Roasting,Sadah Kuhlani Yemen,93,Massachusetts,Yemen,Light,3.33,9,9,62,80,0,15.0,48.0
JBC Coffee Roasters,Gura Kenya,93,Wisconsin,Kenya,Medium-Light,1.83,9,9,58,77,1,1.0,38.0
Temple Coffee Roasters,Ethiopia Nano Genji,92,California,Ethiopia,Medium-Light,1.79,9,9,58,76,1,8.0,38.0
Cafe Kreyol,Haitian Blue Zombie Desert,92,Virginia,Haiti,Medium-Light,1.25,9,9,58,78,1,19.0,-72.42
Cafe Kreyol,Dominican Republic Organic Ramirez Estate,90,Virginia,Dominica,Medium-Light,1.08,8,8,58,74,1,15.42,-61.33
Toca Coffee,Amasia Blend,91,New Jersey,Brazil,Medium,1.33,8,9,46,60,2,-10.0,-55.0
Paradise Roasters,Espresso Nuevo,93,Minnesota,Brazil,Medium,1.25,9,9,45,61,2,-10.0,-55.0
Peach Coffee Roasters,Red Clay Espresso Blend,92,Georgia,Brazil,Medium,1.25,8,9,47,63,2,-10.0,-55.0
Per'la Specialty Roasters,Espresso Fino,92,Florida,Brazil,Medium,1.33,8,9,50,70,2,-10.0,-55.0
Temple Coffee Roasters,Dharma Espresso Blend,92,California,Brazil,Medium,1.38,8,8,46,60,2,-10.0,-55.0
Paradise Roasters,Tanzania Gesha Peaberry,95,Minnesota,Tanzania,Light,18.74,9,9,62,80,0,-6.0,35.0
Baba Java Coffee,Panama Geisha,92,Alabama,Panama,Medium-Light,5.0,9,9,56,72,1,9.0,-80.0
Dragonfly Coffee Roasters,Mojave Vault Series Geisha Natural,94,Nevada,Panama,Light,6.24,9,9,64,84,0,9.0,-80.0
Durango Coffee Company,Colombia Black Condor,91,Colorado,Colombia,Medium-Light,1.66,8,9,56,74,1,4.0,-72.0
JBC Coffee Roasters,Kabiufa Papua New Guinea,94,Wisconsin,Guinea,Light,1.33,9,9,60,82,0,11.0,-10.0
SkyTop Coffee,Colombia Finca Santa Maria,95,New York,Colombia,Medium-Light,1.5,9,9,58,78,1,4.0,-72.0
Dragonfly Coffee Roasters,Yemen Mocha Haimi,94,Nevada,Yemen,Light,4.38,9,9,63,83,0,15.0,48.0
SkyTop Coffee,Colombia Wush Wush,94,New York,Colombia,Medium,2.25,9,9,56,64,2,4.0,-72.0
Dragonfly Coffee Roasters,Yemen Mocha Khulani,93,Nevada,Yemen,Medium-Light,4.38,9,9,60,80,1,15.0,48.0
Dragonfly Coffee Roasters,Yemen Mocha Harazi,93,Nevada,Yemen,Medium-Light,4.38,9,9,62,78,1,15.0,48.0
JBC Coffee Roasters,Gigesa Natural,95,Wisconsin,Ethiopia,Medium-Light,1.5,9,9,58,78,1,8.0,38.0
JBC Coffee Roasters,El Jocote Natural,95,Wisconsin,Costa Rica,Medium-Light,2.0,9,9,60,78,1,10.0,-84.0
Big Shoulders Coffee,Panama Finca Santa Teresa Summer Gesha,94,Illinois,Panama,Medium-Light,7.25,9,9,60,78,1,9.0,-80.0
Nostalgia Coffee Roasters,Baby Dragons,94,California,Colombia,Medium-Light,2.33,9,9,60,77,1,4.0,-72.0
Big Shoulders Coffee,Colombia Lagoon Java Anaerobic,93,Illinois,Colombia,Medium-Light,2.08,9,9,56,78,1,4.0,-72.0
Big Shoulders Coffee,Colombia Pink Bourbon Farmer Collaboration,93,Illinois,Colombia,Medium-Light,2.08,9,9,58,76,1,4.0,-72.0
Rusty’s Hawaiian,Kona Maragogype Peaberry Natural,95,Hawai,Big Island,Medium-Light,6.25,9,9,58,80,1,19.8968,-155.5828
Peach Coffee Roasters,Ecuador San José de Minas Double-Anaerobic,94,Georgia,Ecuador,Light,3.75,9,9,62,80,0,-2.0,-77.5
Peach Coffee Roasters,Colombia Bandida Lactic Natural,93,Georgia,Colombia,Medium-Light,2.42,9,9,52,72,1,4.0,-72.0
JBC Coffee Roasters,Nyeri Hill Kenya,95,Wisconsin,Kenya,Medium-Light,1.71,9,9,58,80,1,1.0,38.0
JBC Coffee Roasters,La Perla Chiquita Ecuador,95,Wisconsin,Ecuador,Medium-Light,1.75,9,9,56,76,1,-2.0,-77.5
JBC Coffee Roasters,Pantan Musara Sumatra,94,Wisconsin,Sumatra,Medium-Light,1.49,9,9,56,74,1,-5.0,120.0
JBC Coffee Roasters,Las Flores Colombia,94,Wisconsin,Colombia,Medium-Light,1.67,9,9,58,78,1,4.0,-72.0
RamsHead Coffee Roasters,Snowfield Espresso Blend,93,Montana,Colombia,Medium,1.41,9,9,49,63,2,4.0,-72.0
RamsHead Coffee Roasters,Pandemic Pacamara Blend,93,Montana,El Salvador,Medium,1.33,9,9,52,68,2,13.83,-88.92
Paradise Roasters,Nicaragua Yellow Pacamara Natural,94,Minnesota,Nicaragua,Light,7.49,9,9,62,80,0,13.0,-85.0
Raggiana Coffee,Papua New Guinea Sigri Estate Medium Roast,92,Tennessee,Guinea,Medium-Light,1.33,9,9,52,70,1,11.0,-10.0
Three Keys Coffee,Congo Square,94,Texas,Congo,Medium-Light,1.67,9,9,56,74,1,-1.0,15.0
Big Creek Coffee Roasters,Rwanda Rulindo Tumba,94,Montana,Rwanda,Medium-Light,1.42,9,9,60,78,1,-2.0,30.0
Lexington Coffee Roasters,Tanzania Sambewe,94,Virginia,Tanzania,Medium-Light,1.41,9,9,58,78,1,-6.0,35.0
PT's Coffee Roasting Co.,Rwanda Kinini Village Natural,94,Kansas,Rwanda,Medium-Light,1.79,9,9,58,78,1,-2.0,30.0
Volcanica Coffee,Tanzania Peaberry,94,Georgia,Tanzania,Medium-Light,1.12,9,9,53,71,1,-6.0,35.0
Black Oak Coffee Roasters,Rwanda Dukunde Kawa,93,California,Rwanda,Medium-Light,1.46,9,9,54,74,1,-2.0,30.0
Olympia Coffee,Burundi Mikuba Honey Microlot 1,93,Washington,Burundi,Light,1.88,9,9,62,80,0,-3.5,30.0
Valverde Coffee Roasters,Burundi Kinyovu,92,Massachusetts,Burundi,Medium,1.6,9,9,46,64,2,-3.5,30.0
Paradise Roasters,Tanzania Ngila Estate SL28,95,Minnesota,Tanzania,Light,2.08,9,9,60,84,0,-6.0,35.0
Red Rooster Coffee Roaster,Ethiopia Tibe Haro Uraga,95,Virginia,Ethiopia,Medium-Light,1.71,9,9,58,78,1,8.0,38.0
RamsHead Coffee Roasters,Ethiopia Uraga Washed G1,94,Montana,Ethiopia,Medium-Light,1.5,9,9,58,78,1,8.0,38.0
Jackrabbit Java,Rwanda Nyruzisa Station,92,Wyoming,Rwanda,Medium-Light,1.17,9,9,60,78,1,-2.0,30.0
RamsHead Coffee Roasters,Kenya Lenana AA Plus,92,Montana,Kenya,Medium-Light,1.5,8,9,56,74,1,1.0,38.0
Jackrabbit Java,Ethiopia Sidamo Natural Water Decaf,91,Wyoming,Ethiopia,Medium-Light,1.17,8,9,56,74,1,8.0,38.0
RamsHead Coffee Roasters,Grizzly Peak Blend,92,Montana,Colombia,Medium-Light,1.33,9,9,60,78,1,4.0,-72.0
Big Shoulders Coffee,Kenya Karindudu AA,95,Illinois,Kenya,Medium-Light,1.83,9,9,56,76,1,1.0,38.0
Nostalgia Coffee Roasters,Colombia Cardona Natural,94,California,Colombia,Light,2.08,9,9,62,80,0,4.0,-72.0
Big Shoulders Coffee,Ethiopia Guji Anaerobic,94,Illinois,Ethiopia,Medium-Light,2.08,9,9,57,73,1,8.0,38.0
JBC Coffee Roasters,Norte Peru,93,Wisconsin,Peru,Medium-Light,1.32,9,9,56,74,1,-10.0,-76.0
JBC Coffee Roasters,La Soledad Colombia,94,Wisconsin,Colombia,Medium-Light,2.25,9,9,58,80,1,4.0,-72.0
Big Shoulders Coffee ,Colombia Huila Acevedo El Paraiso,94,Illinois,Colombia,Medium-Light,2.08,9,9,57,77,1,4.0,-72.0
Paradise Roasters,Ethiopia Guji Wush Wush,95,Minnesota,Ethiopia,Medium-Light,2.08,9,9,58,77,1,8.0,38.0
Bird Rock Coffee Roasters,Tres Dragones Colombia,94,California,Colombia,Medium-Light,2.08,9,9,60,78,1,4.0,-72.0
Willoughby's Coffee & Tea,Panama Elida Estate Catuaí Natural ASD,94,Connecticut,Panama,Medium-Light,2.06,9,9,58,76,1,9.0,-80.0
Geisha Coffee Roaster,Elida Natural ASD (Panama),93,Florida,Panama,Medium-Light,0.92,9,9,58,80,1,9.0,-80.0
PT's Coffee Roasting Co.,Villa Loyola Carbonic Maceration,93,Kansas,Colombia,Medium-Light,1.67,9,9,58,78,1,4.0,-72.0
Steady State Roasting,Castillo El Paraiso,93,California,Colombia,Medium-Light,2.5,9,9,58,76,1,4.0,-72.0
Thanksgiving Coffee Company,Finca Lerida Gesha Natural,92,California,Panama,Medium-Light,3.75,8,9,52,70,1,9.0,-80.0
Magnolia Coffee,Papua New Guinea Tsekaka,92,North Carolina,Guinea,Medium-Light,1.33,8,9,54,72,1,11.0,-10.0
Paradise Roasters,Kona Maragogype Natural,94,Minnesota,Big Island,Medium-Light,7.49,9,9,58,82,1,19.8968,-155.5828
Paradise Roasters,Thung Chang Robusta Honey Espresso,92,Minnesota,Thailand,Medium,1.41,9,9,48,64,2,15.0,100.0
Paradise Roasters,Thung Chang Robusta Honey,90,Minnesota,Thailand,Medium,1.41,9,9,48,64,2,15.0,100.0
Amavida Coffee Roasters,Colombia Jorge Eli Dussan,93,Florida,Colombia,Medium-Light,1.67,9,9,59,77,1,4.0,-72.0
Bird Rock Coffee Roasters,Colombia Pink Bourbon Honey,95,California,Colombia,Medium-Light,2.42,9,9,60,80,1,4.0,-72.0
JBC Coffee Roasters,Karatina Kenya,95,Wisconsin,Kenya,Medium-Light,1.83,9,9,60,78,1,1.0,38.0
JBC Coffee Roasters,Cerro Azul Geisha,95,Wisconsin,Colombia,Light,3.5,9,9,62,80,0,4.0,-72.0
Kona Farm Direct,Kona SL34 Sweet Spot,94,Hawai,Big Island,Medium-Light,7.14,9,9,58,80,1,19.8968,-155.5828
JBC Coffee Roasters,Haraaz Red,95,Wisconsin,Yemen,Medium-Light,2.19,9,9,58,82,1,15.0,48.0
Bird Rock Coffee Roasters,Suyusama Colombia,93,California,Colombia,Medium-Light,1.58,9,9,54,71,1,4.0,-72.0
San Francisco Bay Coffee,Private Reserve Colombia Antioquia,91,California,Colombia,Medium-Light,1.18,9,8,52,70,1,4.0,-72.0
JBC Coffee Roasters,Las Brisas Colombia,93,Wisconsin,Colombia,Medium-Light,1.35,9,9,58,78,1,4.0,-72.0
San Francisco Bay Coffee,Private Reserve Rwanda Huye,90,California,Rwanda,Medium-Light,1.18,9,8,54,72,1,-2.0,30.0
San Francisco Bay Coffee,Private Reserve Panama La Huaca,88,California,Panama,Medium,1.18,8,8,47,67,2,9.0,-80.0
RamsHead Coffee Roasters,Costa Rica Gesha Tobosi Natural,93,Montana,Costa Rica,Medium-Light,2.5,9,9,58,80,1,10.0,-84.0
Coffee By Design,Kenya Kiambu Kiriga AA,93,Maine,Kenya,Medium-Light,1.16,9,9,58,78,1,1.0,38.0
Temple Coffee Roasters,Ethiopia Harsu Haro Single-Origin Espresso,93,California,Ethiopia,Medium-Light,1.92,9,9,54,72,1,8.0,38.0
Coffee By Design,Ethiopia Yirgacheffe Heyilu Butiya,93,Maine,Ethiopia,Medium-Light,1.16,9,9,58,80,1,8.0,38.0
RamsHead Coffee Roasters,Sumatra Kerinci Highlands Honey,92,Montana,Sumatra,Medium-Light,1.5,9,9,54,72,1,-5.0,120.0
Indaba Coffee Roasters,Rwanda Sholi,92,Washington,Rwanda,Medium-Light,1.33,9,9,60,78,1,-2.0,30.0
Indaba Coffee Roasters,Guatemala Villatoro Anaerobic,92,Washington,Guatemala,Medium-Light,2.5,8,9,55,73,1,15.5,-90.25
Indaba Coffee Roasters,Guatemala Monja Blanca,91,Washington,Guatemala,Medium-Light,1.33,8,9,60,78,1,15.5,-90.25
Indaba Coffee Roasters,Ethiopia Wuri Washed,91,Washington,Gedeb,Light,1.33,8,9,64,86,0,8.0,38.0
Indaba Coffee Roasters,Sumatra Ketiara,90,Washington,Sumatra,Medium-Light,1.33,8,9,55,77,1,-5.0,120.0
Indaba Coffee Roasters,Ethiopia Amhara Natural,90,Washington,Ethiopia,Medium-Light,1.33,8,8,54,74,1,8.0,38.0
Hula Daddy Kona Coffee,Kona Mocca®,96,Hawai,Big Island,Medium-Light,10.94,9,10,56,74,1,19.8968,-155.5828
Willoughby's Coffee & Tea,Panama Elida Green-Tip Geisha La Torre ASD,95,Connecticut,Panama,Light,7.5,9,9,62,84,0,9.0,-80.0
Big Island Coffee Roasters,Kona Peaberry,94,Hawai,Big Island,Medium-Light,3.5,9,9,56,76,1,19.8968,-155.5828
Bird Rock Coffee Roasters,Panama Finca Los Lajones Natural,94,California,Panama,Light,2.42,9,9,60,82,0,9.0,-80.0
Hala Tree Kona Coffee,SL28,94,Hawai,Big Island,Medium-Light,4.12,9,9,56,76,1,19.8968,-155.5828
Kona Farm Direct,Bourbon Pointu Natural,94,Hawai,Big Island,Medium-Light,7.14,9,9,58,76,1,19.8968,-155.5828
Amavida Coffee Roasters,Honey Honduras Comsa,93,Florida,Honduras,Medium-Light,1.5,9,9,52,70,1,15.0,-86.5
Modern Times Coffee,Honduras Los Amigos,93,California,Honduras,Medium-Light,1.33,9,9,58,76,1,15.0,-86.5
Origin Coffee Roasters,Miranda’s Farms Hawai’i Caturra,93,Hawai,Big Island,Medium-Light,3.92,9,9,60,78,1,19.8968,-155.5828
Islamorada Coffee Roasters,Uganda Utz Sipi Falls,91,Florida,Uganda,Medium-Light,1.67,8,9,54,74,1,1.0,32.0
Dragonfly Coffee Roasters,Colombia Nariño,91,Nevada,Colombia,Medium-Light,1.04,8,9,58,72,1,4.0,-72.0
Paradise Roasters,Yemen Al Mashtal Al Burhani,94,Minnesota,Yemen,Medium-Light,6.24,9,9,58,78,1,15.0,48.0
JBC Coffee Roasters,Reina de la Asuncion Ecuador,93,Wisconsin,Congo,Medium-Light,1.65,9,9,58,76,1,-1.0,15.0
Paradise Roasters,Colombia Finca El Vergal Geisha/Java Natural,93,Minnesota,Colombia,Light,3.32,9,9,62,80,0,4.0,-72.0
Lexington Coffee Roasters,Nayamasasa Democratic Republic of the Congo,93,Virginia,Congo,Medium-Light,1.58,9,9,60,80,1,-1.0,15.0
Paradise Roasters,Colombia Chiroso Natural,93,Minnesota,Colombia,Light,6.24,9,9,64,84,0,4.0,-72.0
Red Rooster Coffee Roaster,Flight Seasonal Espresso,95,Virginia,Dominica,Medium-Light,1.58,9,9,58,74,1,15.42,-61.33
Peach Coffee Roasters,Guji Ethiopia Washed,94,Georgia,Ethiopia,Light,1.5,9,9,62,84,0,8.0,38.0
Merge Coffee Company,Colombia Monteblanco Geisha,94,Virginia,Colombia,Light,2.5,9,9,64,82,0,4.0,-72.0
True Coffee Roasters,Belquis Ramirez Lemus Colombia Coffee for Peace,92,Wisconsin,Colombia,Medium-Light,1.12,8,9,58,76,1,4.0,-72.0
True Coffee Roasters,Asprole Blend #1 Colombia Coffee for Peace,92,Wisconsin,Colombia,Medium-Light,1.12,9,9,59,77,1,4.0,-72.0
Temple Coffee Roasters,Rwanda Sholi,93,California,Rwanda,Medium-Light,1.58,9,9,59,77,1,-2.0,30.0
JBC Coffee Roasters,Addis Katema,93,Wisconsin,Ethiopia,Light,1.56,9,9,62,80,0,8.0,38.0
Temple Coffee Roasters,Peru Jheyner Roman,92,California,Peru,Medium-Light,1.58,9,9,56,74,1,-10.0,-76.0
Temple Coffee Roasters,Colombia La Victoria,92,California,Colombia,Medium-Light,1.58,9,9,58,78,1,4.0,-72.0
Paradise Roasters,Aged Sumatra Ulos Batak 2015,94,Minnesota,Sumatra,Medium,1.58,9,9,45,63,2,-5.0,120.0
Paradise Roasters,Kona Uluwehi SL34,94,Minnesota,Big Island,Medium-Light,7.49,9,9,60,80,1,19.8968,-155.5828
Paradise Roasters,Colombia Pink Bourbon Finca El Chaparote,94,Minnesota,Colombia,Light,2.49,9,9,64,82,0,4.0,-72.0
Paradise Roasters,Brazil Daterra Aramosa Anaerobic Honey,93,Minnesota,Brazil,Light,9.99,9,9,64,84,0,-10.0,-55.0
Paradise Roasters,Kona Classic Dark,92,Minnesota,Big Island,Medium,4.99,8,9,46,62,2,19.8968,-155.5828
Paradise Roasters,Thailand Huai Mae Liam White Honey,92,Minnesota,Thailand,Light,2.08,9,9,64,80,0,15.0,100.0
Bird Rock Coffee Roasters,Ethiopia Neja Fadil,94,California,Ethiopia,Medium-Light,1.67,9,9,58,78,1,8.0,38.0
Bird Rock Coffee Roasters,Congo Muungano,93,California,Congo,Light,1.75,9,9,62,80,0,-1.0,15.0
SkyTop Coffee,Peru Buena Vista Valerio Almanza Ccahua,94,New York,Peru,Medium-Light,3.38,9,9,60,78,1,-10.0,-76.0
San Francisco Bay Coffee,Private Reserve Ethiopia Barrel-Aged,92,California,Ethiopia,Medium-Light,1.3,9,9,52,70,1,8.0,38.0
San Francisco Bay Coffee,Private Reserve Costa Rica Naranjo,91,California,Costa Rica,Medium,1.18,8,9,51,69,2,10.0,-84.0
San Francisco Bay Coffee,Private Reserve Guatemala Medina Estate,90,California,Guatemala,Medium,1.18,8,9,50,66,2,15.5,-90.25
Old World Coffee Lab,Panama Finca Santa Teresa Lot 9,94,Nevada,Panama,Medium-Light,1.67,9,9,60,78,1,9.0,-80.0
RamsHead Coffee Roasters,Honduro-Spro,92,Montana,Honduras,Medium-Light,1.33,8,8,56,74,1,15.0,-86.5
Old World Coffee Lab,Ethiopia Halo Hartume Daniel Mijane,94,Nevada,Ethiopia,Medium-Light,1.58,9,9,58,78,1,8.0,38.0
RamsHead Coffee Roasters,Costa Rica La Pastora Honey,92,Montana,Costa Rica,Medium-Light,1.41,9,9,60,76,1,10.0,-84.0
Wildgoose Coffee Roasters,Kenya Kirinyaga Peaberry,93,California,Kenya,Light,1.75,9,9,62,80,0,1.0,38.0
Wonderstate Coffee,Project Congo Muungano,93,Wisconsin,Congo,Light,1.58,9,9,64,80,0,-1.0,15.0
Thanksgiving Coffee Company,Humanitarian Grounds,92,California,Ethiopia,Medium,1.25,9,9,50,66,2,8.0,38.0
Sip of Hope Community Coffee Roasters,Nicaragua Women Producers,92,Illinois,Nicaragua,Medium-Light,1.5,9,9,54,72,1,13.0,-85.0
Magnolia Coffee,Josh Daniels Grateful Blend,92,North Carolina,Colombia,Medium-Light,1.25,9,9,54,74,1,4.0,-72.0
1951 Coffee Company,Ethiopia Quantit,92,California,Ethiopia,Medium-Light,1.71,9,9,54,70,1,8.0,38.0
Dávila Kafe,#She_Builds,92,Washington,Ethiopia,Medium-Light,1.5,9,9,58,74,1,8.0,38.0
Regent Coffee,Guatemala Acatenango Geisha,93,California,Guatemala,Light,2.46,9,9,60,82,0,15.5,-90.25
Nostalgia Coffee Roasters,Memory Lane,92,California,Brazil,Medium-Light,1.67,9,9,56,72,1,-10.0,-55.0
JBC Coffee Roasters,Monte Alban Mexico,93,Wisconsin,Mexico,Medium-Light,1.58,9,9,58,78,1,23.0,-102.0
Durango Coffee Company,Kenya Kirinyaga Baragwi Karumandi AA,94,Colorado,Kenya,Medium-Light,1.41,9,9,54,74,1,1.0,38.0
JBC Coffee Roasters,Harimau Tiger Sumatra,94,Wisconsin,Sumatra,Medium-Light,1.42,9,9,54,74,1,-5.0,120.0
JBC Coffee Roasters,San Antonio Guatemala,93,Wisconsin,Guatemala,Medium-Light,1.67,9,9,56,72,1,15.5,-90.25
Durango Coffee Company,La Esperanza Colombia Estate,93,Colorado,Colombia,Medium-Light,1.58,9,9,54,70,1,4.0,-72.0
JBC Coffee Roasters,La Coipa Peru,93,Wisconsin,Peru,Medium-Light,1.58,9,9,58,76,1,-10.0,-76.0
Paradise Roasters,Thailand Pink Valley Natural,93,Minnesota,Thailand,Medium-Light,2.08,9,9,60,80,1,15.0,100.0
Cafe Grumpy,El Salvador La Guachocha,93,New York,El Salvador,Medium-Light,2.0,9,9,56,74,1,13.83,-88.92
Cafe Grumpy,El Salvador Malacara B Orange,93,New York,El Salvador,Medium-Light,2.0,9,9,56,73,1,13.83,-88.92
Temple Coffee Roasters,Kenya Gachatha,95,California,Kenya,Medium-Light,1.88,9,9,54,72,1,1.0,38.0
Temple Coffee Roasters,Ethiopia Suke Quto Single-Origin Espresso,94,California,Ethiopia,Medium-Light,1.58,9,9,52,72,1,8.0,38.0
Temple Coffee Roasters,Ethiopia Gera Limu,94,California,Ethiopia,Medium-Light,1.58,9,9,58,80,1,8.0,38.0
Temple Coffee Roasters,Peru Tambopata,93,California,Peru,Medium,1.58,9,9,52,68,2,-10.0,-76.0
Souvenir Coffee,Costa Rica Cloza Estate,93,California,Costa Rica,Medium-Light,1.58,9,9,58,80,1,10.0,-84.0
Paradise Roasters,Ka’u Pink Honey,94,Minnesota,Big Island,Light,6.24,9,9,64,84,0,19.8968,-155.5828
Paradise Roasters,Kona Maragogype Pink Honey,94,Minnesota,Big Island,Light,7.49,9,9,64,86,0,19.8968,-155.5828
Paradise Roasters,Guatemala Coffea Diversa Geisha Queen Honey,93,Minnesota,Guatemala,Light,6.24,9,9,62,80,0,15.5,-90.25
Red Rooster Coffee Roaster,Ethiopia Demeka Becha,95,Virginia,Ethiopia,Light,1.83,9,9,64,82,0,8.0,38.0
Jackrabbit Java,Costa Rica Anaerobic,93,Wyoming,Costa Rica,Medium-Light,1.67,9,9,54,72,1,10.0,-84.0
Jackrabbit Java,Rwanda Triple-Washed,92,Wyoming,Rwanda,Medium-Light,1.67,9,9,58,76,1,-2.0,30.0
Red Rooster Coffee Roaster,Trust the Process — Full Natural,96,Virginia,Argentina,Light,2.37,9,10,64,84,0,-34.0,-64.0
Paradise Roasters,Colombia Finca El Caucho Pink Bourbon,95,Minnesota,Colombia,Light,2.82,9,9,62,80,0,4.0,-72.0
Badbeard’s Microroastery,Colombia Pink Bourbon/Pink Lemonade Collaboration,93,Oregon,Colombia,Medium-Light,1.18,9,9,56,74,1,4.0,-72.0
JBC Coffee Roasters,Aces La Juntas,93,Wisconsin,China,Light,2.33,9,9,60,82,0,35.0,105.0
modcup coffee,Colombia Finca Potosi,93,New Jersey,Colombia,Light,1.67,9,9,64,83,0,4.0,-72.0
Brioso Coffee,Colombia Java El Edén Limited Edition,94,Ohio,Colombia,Medium-Light,2.5,9,9,58,80,1,4.0,-72.0
Greater Goods Coffee Roasters,Bright Minds,93,Texas,Colombia,Medium-Light,1.5,9,9,60,77,1,4.0,-72.0
JBC Coffee Roasters,Angamaza,94,Wisconsin,Ecuador,Medium-Light,1.67,9,9,60,78,1,-2.0,-77.5
RamsHead Coffee Roasters,Colombia La Virgen Microlot,92,Montana,Colombia,Medium-Light,1.33,9,9,53,70,1,4.0,-72.0
JBC Coffee Roasters,Rayo del Sol,93,Wisconsin,Peru,Medium-Light,1.5,9,9,58,78,1,-10.0,-76.0
Paradise Roasters,Kona Geisha Champagne Natural,95,Minnesota,Hawaii,Light,18.74,9,9,64,84,0,19.8968,-155.5828
PT's Coffee Roasting Co.,Dafis Abafita Natural Ethiopia,95,Kansas,Ethiopia,Light,1.79,9,9,64,84,0,8.0,38.0
Big Island Coffee Roasters,Ka’u Yellow Bourbon,94,Hawai,Big Island,Medium-Light,3.3,9,9,60,78,1,19.8968,-155.5828
Nostalgia Coffee Roasters,Kenya Nyeri,93,California,Kenya,Medium-Light,2.33,9,9,60,78,1,1.0,38.0
PT's Coffee Roasting Co.,Kinini Village Rwanda,94,Kansas,Rwanda,Medium-Light,1.67,9,9,58,76,1,-2.0,30.0
Oceana Coffee,Ethiopia Honey Yirgacheffe Koke,93,Florida,Ethiopia,Medium-Light,1.83,9,9,60,77,1,8.0,38.0
Big Island Coffee Roasters,Ka’u Lehua Black Honey,93,Hawai,Big Island,Medium-Light,2.7,9,9,58,78,1,19.8968,-155.5828
Paradise Roasters,Espresso Havana,93,Minnesota,Ethiopia,Medium,1.58,9,9,47,63,2,8.0,38.0
Paradise Roasters,Thailand Robusta Panid Choosit Espresso,91,Minnesota,Thailand,Medium,1.41,8,9,48,62,2,15.0,100.0
Paradise Roasters,Thailand Robusta Panid Choosit,90,Minnesota,Thailand,Medium-Light,1.41,8,9,56,70,1,15.0,100.0
Wonderstate Coffee,Peru El Corazon Gesha,93,Wisconsin,Peru,Medium-Light,3.33,9,9,59,77,1,-10.0,-76.0
Kafe 1804,Revolution Medium Roast,88,Texas,Haiti,Medium,1.67,8,8,46,60,2,19.0,-72.42
Kafe 1804,Independence Dark Roast,86,Texas,Haiti,Medium-Dark,1.75,7,8,40,56,3,19.0,-72.42
RamsHead Coffee Roasters,Ethiopia Yirgacheffe Dumerso G1 Natural,94,Montana,Ethiopia,Medium-Light,1.58,9,9,57,73,1,8.0,38.0
RamsHead Coffee Roasters,Guatemala Acetenango Gesha Lot 2,93,Montana,Guatemala,Medium-Light,2.5,9,9,58,76,1,15.5,-90.25
Durango Coffee Company,Costa Rica Las Lajas Red Honey,93,Colorado,Costa Rica,Medium-Light,1.33,9,9,54,70,1,10.0,-84.0
Revel Coffee,Papua New Guinea Kenta,92,Montana,Guinea,Medium-Light,1.48,8,9,58,78,1,11.0,-10.0
Kauai Coffee Company,Rum Barrel Aged Kauai Coffee,92,Hawai,Hawaii,Medium,5.0,9,9,50,70,2,19.8968,-155.5828
Big Shoulders Coffee,Panama Hacienda La Esmeralda Gesha,96,Illinois,Panama,Medium-Light,7.0,9,10,58,78,1,9.0,-80.0
Paradise Roasters,Ethiopia Cup of Excellence Guji Natural,95,Minnesota,Ethiopia,Light,4.99,9,9,68,90,0,8.0,38.0
