Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
Jackrabbit Java,Rwanda Nyarusiza Station,93,"Thermopolis, Wyoming","Nyamagabe district, Southern Province, Rwanda",Medium-Light,58/76,$12.00/12 ounces,August2019,9,8,9,9,8,,
JBC Coffee Roasters,Murang’a Kenya,93,"Madison, Wisconsin","Murang'a County, central Kenya",Medium-Light,54/73,$18.70/12 ounces,August2019,8,9,9,9,8,,
JBC Coffee Roasters,Murang’a Kenya Espresso,93,"Madison, Wisconsin","Murang'a County, central Kenya",Medium-Light,54/73,$18.70/12 ounces,August2019,9,,8,9,8,9,
Paradise Roasters,Coffea Diversa Cioiccie,92,"Minneapolis, MInnesota",Costa Rica,Medium-Light,52/76,$39.95/4 ounces,August2019,9,9,8,9,7,,
Barrington Coffee Roasting,Trilogy,92,"Lee, Massachusetts",Asia; Africa; Americas,Medium-Light,55/76,$15.45/12 ounces,August2019,9,8,8,9,8,,
PT's Coffee Roasting Co.,La Avila SL28 El Salvador,93,"Topeka, Kansas","Tecapa Chinameca growing region, Santiago de María, southeastern El Salvador",Medium-Light,54/70,$22.00/12 ounces,August2019,9,9,8,9,8,,
JBC Coffee Roasters,Talquezalar El Salvador,92,"Madison, Wisconsin","La Palma, Chalatenango Department, northwestern El Salvador",Medium-Light,54/79,$16.20/12 ounces,August2019,8,9,8,9,8,,
Willoughby's Coffee & Tea,Finca Kilimanjaro Natural,92,"Branford, Connecticut","Santa Ana Department, northwestern El Salvador",Medium-Light,55/80,$34.99/16 ounces,August2019,8,8,9,9,8,,
Deeper Roots Coffee,Mario Aguilar Grand Cru El Salvador,91,"Cincinnati, Ohio","Chalatenango Department, northwestern El Salvador",Medium,55/66,$25.00/12 ounces,August2019,8,8,8,9,8,,
Duluth Coffee,José Flores El Salvador Natural,91,"Duluth, Minnesota","Chalatenango Department, northwestern El Salvador",Medium,53/67,$45.00/16 ounces,August2019,8,8,8,9,8,,
Difference Coffee,Cup of Excellence Rwanda Champion,94,"London, England","Karongi District, Western Province, Rwanda",NA,0/0,£40.50/10 capsules,August2019,9,,8,9,9,9,
Lexington Coffee Roasters,Ethiopia Kayon Mountain Natural,94,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium,50/70,$21.00/12 ounces,August2019,9,8,9,9,9,,
Temple Coffee Roasters,Guatemala Guayabales Single-Origin Espresso,93,"Sacramento, California","Huehuetenango, Guatemala",Medium,50/70,$19.00/12 ounces,August2019,8,,9,9,8,9,
Temple Coffee Roasters,Kenya Chania Estate,92,"Sacramento, California","Thika growing region, central Kenya",Medium,47/65,$23.00/12 ounces,August2019,9,8,8,9,8,,
Temple Coffee Roasters,Guatemala Los Santos,92,"Sacramento, California","Chimaltenango Department, Guatemala",Medium-Light,54/74,$19.00/12 ounces,August2019,9,8,9,9,7,,
JBC Coffee Roasters,Geisha Village Auction Lot #11,94,"Madison, Wisconsin","Bench-Maji Zone, southern Ethiopia",Medium-Light,52/75,$25.75/4 ounces,August2019,9,9,9,9,8,,
Dragonfly Coffee Roasters,Ethiopia Yirgacheffe Chelelektu Natural,96,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/82,$18.00/12 ounces,August2019,9,9,9,10,9,,
Caffe Luxxe,Kenya Kimaruri,94,"Santa Monica, California","Nyeri growing region, south-central Kenya",Medium-Light,54/72,$23.00/12 ounces,August2019,9,9,9,9,8,,
Peach Coffee Roasters,Zambia Kateshi Natural,92,"Johns Creek, Georgia","Northern Province, Zambia",Medium-Light,52/70,$17.00/12 ounces,August2019,9,8,8,9,8,,
Greater Goods Coffee Roasters,Kenya Handege,94,"Austin, Texas","Thika growing region, central Kenya",Medium,53/65,$19.00/12 ounces,August2019,9,9,8,9,9,,
Kauai Coffee Company,Kauai Estate Reserve Sun-Dried Typica,90,"Kalaheo, Kauia, Hawaii","Kalaheo, Kauai, Hawaii",Medium-Light,60/78,$60.00/10 ounces,August2019,8,8,8,8,8,,
modcup coffee,Colombia Valle del Cauca Cerro Azul Geisha,96,"Jersey City, New Jersey","Valle del Cauca Department, western Colombia",Medium,48/67,$25.00/150 grams,August2019,10,9,8,10,9,,
Barrington Coffee Roasting,The Natural,92,"Lee, Massachusetts",Africa; Asia,Medium-Light,54/70,$15.95/12 ounces,August2019,9,,8,9,7,9,
Finca Las Nieves,Green-Tip Geisha,94,"San Juan Lachao, Oaxaca, Mexico","Oaxaca State, Mexico",Medium-Light,56/78,$35.00/8 ounces,July2019,9,9,9,9,8,,
Paradise Roasters,Saint Helena Island Peaberry,93,"Minneapolis, MInnesota","Sandy Bay Valley, Saint Helena Island",Medium-Light,54/74,$49.95/4 ounces,July2019,9,9,8,9,8,,
Paradise Roasters,Philippines Sitio Naguey Natural,90,"Minneapolis, MInnesota","Belis, Atok, Benguet Province, Philippines",Medium-Light,52/70,$18.95/8 ounces,July2019,8,8,8,8,8,,
JBC Coffee Roasters,Banco Gotete Ethiopia,93,"Madison, Wisconsin","Kochere Woreda, Gedeo Zone, southern Ethiopia",Medium-Light,55/74,$16.40/12 ounces,July2019,9,9,8,9,8,,
Barrington Coffee Roasting,Barichu Double,94,"Lee, Massachusetts","Nyeri growing region, south-central Kenya",Medium-Light,53/75,$13.34/4 ounces,July2019,9,9,9,9,8,,
Peach Coffee Roasters,GA 400 Espresso,93,"Johns Creek, Georgia",Zambia; Colombia,Medium-Light,50/72,$15.50/12 ounces,July2019,9,,8,9,8,9,
Magnolia Coffee,Papua New Guinea Timuza,92,"Charlotte, North Carolina","Eastern Highlands,Papua New Guinea",Medium-Light,56/80,$15.00/12 ounces,July2019,9,8,8,9,8,,
JBC Coffee Roasters,Rukera Kenya,97,"Madison, Wisconsin","Kiambu growing region, south-central Kenya",Medium-Light,54/78,$21.20/12 ounces,July2019,10,9,9,10,9,,
JBC Coffee Roasters,Rukera Espresso,97,"Madison, Wisconsin","Kiambu growing region, south-central Kenya",Medium-Light,54/78,$21.20/12 ounces,July2019,10,,9,10,9,9,
Bird Rock Coffee Roasters,Colombia Pink Bourbon El Corazon,93,"San Diego, California","Tolima Department, Colombia",Medium-Light,54/74,$30.00/12 ounces,July2019,9,9,8,9,8,,
SkyTop Coffee,Ethiopia Hambela 1 Organic Natural Alaka,92,"Manlius, New York","Hambela district, Oromia growing region, southern Ethiopia",Medium-Light,57/79,$15.00/12 ounces,June2019,9,8,8,9,8,,
SkyTop Coffee,Brazil Ibicoara Chapada Diamantina Natural,91,"Manlius, New York","Ibicoara Municipality, Chapada Diamantina region, Bahia State, Brazil",Medium,52/68,$15.00/12 ounces,June2019,8,8,8,9,8,,
SkyTop Coffee,Costa Rica Coto Brus-La Amistad,90,"Manlius, New York","Coto Brus, Puntarenas, Costa Rica",Medium-Light,58/80,$15.00/12 ounces,June2019,8,8,8,8,8,,
Collage Coffee,Karimikui AA Kenya,93,"Grove City, Pennsylvania",Central Kenya,Light,60/82,$15.00/10 ounces,June2019,9,9,9,9,7,,
Big Shoulders Coffee,Peru Antonio Regalado Diaz El Huyacan La Palma,93,"Chicago, Illinois","Cajamarca, Peru",Medium-Light,58/76,$21.00/12 ounces,June2019,9,9,8,9,8,,
JBC Coffee Roasters,Bella Carmona Guatemala,93,"Madison, Wisconsin","Antigua growing region, Guatemala",Medium-Light,52/74,$15.90/12 ounces,June2019,8,9,9,9,8,,
Flight Coffee Co.,Burundi Dukorerikawa Natural,93,"Bedford, New Hampshire","Bururi growing region, Burundi",Medium-Light,58/78,$16.00/12 ounces,June2019,9,8,9,9,8,,
Fabbrica Coffee,Balance Blend,90,"Kosice, Slovakia",Ethiopia; Colombia; Dominican Republic; Brazil; Cuba; Yemen,Medium,46/64,9.9 Euros/225 grams,June2019,8,,8,8,7,9,
Highwire Coffee Roasters,The Core Espresso,94,"Emeryville, California",Ethiopia; Guatemala; Papua New Guinea; Sumatra,Medium,45/67,$17.25/12 ounces,June2019,9,,9,9,8,9,
Amavida Coffee Roasters,Espresso Mandarina,94,"Santa Rosa Beach, Florida",Congo; Ethiopia,Medium,46/68,$16.95/12 ounces,June2019,9,,9,9,8,9,
Folly Coffee Roasters,SOB Espresso,94,"Silver Lake, Minnesota",Colombia,Medium,46/68,$18.95/12 ounces,June2019,9,,8,9,9,9,
Dragonfly Coffee Roasters,Crema de Dolce Espresso,93,"Boulder, Colorado",Central America; South America; Indonesia,Medium-Light,52/70,$14.00/12 ounces,June2019,8,,9,9,8,9,
Paradise Roasters,Espresso Classico,93,"Minneapolis, MInnesota",Brazil; Ecuador,Medium,49/69,$12.95/12 ounces,June2019,9,,8,9,8,9,
Propeller Coffee,Ace Espresso,93,"Toronto, Ontario, Canada",Burundi; Colombia,Medium-Light,56/78,$13.56/12 ounces,June2019,9,,8,9,8,9,
Red Rooster Coffee Roaster,Old Crow Cuppa Joe,93,"Floyd, Virginia",Central America; South America,Medium,48/66,$13.99/12 ounces,June2019,9,,8,9,8,9,
Jiva Cubes Instant Coffee Packets,Single-Origin Colombian Medium Roast,84,"Miami, Florida",Colombia,Light,NA/NA,$9.99/12 sticks,June2019,7,6,7,7,7,,
Temple Coffee Roasters,Ethiopia Sidamo Sasaba,92,"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,53/71,18.00/12 ounces,June2019,9,8,8,9,8,,
Paradise Roasters,Zambia Kateshi Natural Process,92,"Minneapolis, MInnesota",Zambia,Medium-Light,60/78,$14.95/12 ounces,June2019,8,8,9,9,8,,
JBC Coffee Roasters,La Belleza Colombia,94,"Madison, Wisconsin","San Augustin, Huila, Colombia",Medium-Light,57/79,$19.50/12 ounces,June2019,9,9,9,9,8,,
Paradise Roasters,Colombia Pink Bourbon,94,"Minneapolis, MInnesota","Huila, Colombia",Medium-Light,56/74,$24.95/12 ounces,June2019,9,9,9,9,8,,
Steady State Roasting Company,Crystalina,94,"Carlsbad, California","Caldas growing region, Colombia",Medium-Light,60/78,$20.00/12 ounces,June2019,9,9,9,9,8,,
Cafe Virtuoso,Hawaiian Kona 100%,93,"San Diego, California","Kona growing district, Big Island of Hawai'i",Medium,50/70,$40.00/8 ounces,May2019,9,8,9,9,8,,
JBC Coffee Roasters,Ninety Plus Gesha Estates JBC Custom Lot #252,94,"Madison, Wisconsin","Chiriqui Province, far western Panama",Medium-Light,55/74,$49.50/4 ounces,May2019,9,,9,10,8,,
Bird Rock Coffee Roasters,La Palma Y El Tucan Hero Series Colombia Sidra Lot #190,96,"San Diego, California","Cundinamarca Department, central Colombia",Medium-Light,57/83,$60.00/8 ounces,May2019,9,9,9,10,9,,
Bird Rock Coffee Roasters,Suyusama Colombia,92,"San Diego, California","Narino Department, southern Colombia",Medium-Light,55/72,$19.00/12 ounces,May2019,9,8,8,9,8,,
JBC Coffee Roasters,ASOPCAFA Espresso,91,"Madison, Wisconsin","Huila Department, southern Colombia",Medium-Light,58/78,$15.90/12 ounces,May2019,9,,8,8,8,8,
JBC Coffee Roasters,ASOPCAFA Colombia,91,"Madison, Wisconsin","Huila Department, southern Colombia",Medium-Light,58/79,$15.90/12 ounces,May2019,9,8,8,8,8,,
Amavida Coffee Roasters,Natural Burundi Nemba,92,"Santa Rosa Beach, Florida","Kayanza, Kabuye, Burundi",Light,63/82,$19.95/12 ounces,May2019,9,8,9,9,7,,
Paradise Roasters,Ka’u Champagne Natural,94,"Minneapolis, MInnesota","Ka'u growing region, Big Island of Hawai'i",Light,58/84,$19.95/4 ounces,May2019,9,9,9,9,8,,
Equator Coffees,Monarch Gesha,94,"San Rafael, California","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,51/73,$42.00/4 ounces,May2019,9,9,9,9,8,,
Big Island Coffee Roasters,Puna Barrel-Aged,93,"Mountain View, Hawai'i","Puna District, Big Island of Hawai'i",Medium-Light,54/78,$31.00/10 ounces,May2019,9,8,9,9,8,,
Big Island Coffee Roasters,Kona Peaberry,93,"Mountain View, Hawai'i","Kona District, Kealakekua growing region, Big Island of Hawai'i",Medium-Light,50/72,$29.00/10 ounces,May2019,9,8,9,9,8,,
Hula Daddy Kona Coffee,Laura’s Reserve SL-28,93,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,56/80,$63.95/8 ounces,May2019,9,9,8,9,8,,
Origin Coffee Roasters,Maui Kupa’a Orange Bourbon,93,"Kihei, Maui, Hawaii","Kula, Island of Maui, Hawai'i",Medium-Light,58/82,$40.00/8 ounces,May2019,9,9,8,9,8,,
Rusty's Hawaiian,Honey Typica,92,"Pahala, Hawai'i","Ka'u growing region, Big Island of Hawai'i",Medium-Light,52/74,$24.00/8 ounces,May2019,9,8,8,9,8,,
Three Chairs Specialty Turkish Coffee,Ka’u Typica Natural,92,"New Orleans, Louisiana","Ka'u growing region, Big Island of Hawai'i",Medium-Light,57/77,$32.00/8 ounces,May2019,9,8,8,9,8,,
Greenwell Farms,Estate-Grown Mamo,90,"Kealakekua, Hawai'i","Kealakekua, Kona growing district, Big Island of Hawai'i",Medium,52/68,$75.00/12 ounces,May2019,8,8,8,9,7,,
Kirkland Signature (Costco),Colombian Supremo,90,"Lincoln, California","Concordia, Colombia",Medium-Dark,40/54,$17.99/3 pounds,May2019,8,8,8,9,7,,
San Francisco Bay Coffee,Colombian Supremo,87,"Lincoln, California",Colombia,Medium-Dark,38/52,$18.99/2 pounds,May2019,7,7,8,8,7,,
Kirkland Signature (Costco),Rwandan,87,"Seattle, Washington",Rwanda,Medium-Dark,37/49,$37.99/6 pounds,May2019,7,7,8,8,7,,
Beanfruit Coffee Co.,Colombia Las Joyas: Fidencio Martinez Lot,91,"Jackson, Mississippi","Narino Department, southern Colombia",Medium-Light,52/70,$16.00/12 ounces,May2019,9,8,9,8,7,,
Baba Java Coffee,Yemen Matari,93,"Hoover, Alabama","Bani Matar growing region, Yemen",Medium,49/66,$28.00/8 ounces,May2019,9,8,9,9,8,,
Paradise Roasters,Borneo Sabah Arabica,90,"Minneapolis, MInnesota","Sabah State, Malaysia",Medium-Light,55/77,$16.95/6 ounces,May2019,8,7,9,9,7,,
Caffeic,Colombia,90,"Helena, Montana","Salgar Municipality, Antioquia Department, west-central Colombia",Medium,48/62,$13.00/12 ounces,May2019,8,8,8,9,7,,
Temple Coffee Roasters,D.R. Congo Muungano Co-Op,92,"Sacramento, California","South Kivu Province, Democratic Republic of the Congo",Medium-Light,53/70,$18.50/12 ounces,May2019,9,8,9,9,7,,
Cafe Virtuoso,Ethiopia Sidama Shantewene,95,"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/82,$19.00/12 ounces,April2019,9,9,9,9,9,,
JBC Coffee Roasters,Kivu Belt Lot 32 Espresso,93,"Madison, Wisconsin","Nyamasheke District, Rwanda",Medium-Light,52/74,$16.20/12 ounces,April2019,9,,8,9,8,9,
JBC Coffee Roasters,Kivu Belt Lot 32 Rwanda,92,"Madison, Wisconsin","Nyamasheke District, Rwanda",Medium-Light,57/79,$16.20/12 ounces,April2019,8,8,9,9,8,,
Small Eyes Café,Gesha Rebecca Natural,95,"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,58/80,NT $350/8 ounces,April2019,9,9,9,9,9,,
Mystic Monk Coffee,Easter Sunrise Blend,92,"Clark, Wyoming",Not disclosed,Medium-Dark,39/61,$13.99/12 ounces,April2019,9,8,8,9,8,,
JBC Coffee Roasters,Bufcafe Rwanda,90,"Madison, Wisconsin","Nyamagabe district, Southern Province, Rwanda",Medium-Light,55/76,$15.95/12 ounces,April2019,8,8,8,8,8,,
PT's Coffee Roasting Co.,Café Granja La Esperanza Sudan Rume Natural,95,"Topeka, Kansas","Valle del Cauca growing region, Colombia",Medium,51/69,$37.50/8 ounces,April2019,9,8,9,10,9,,
Lexington Coffee Roasters,La Papaya Ecuador,92,"Lexington, Virginia","Loja Province, southern Ecuador",Medium-Light,56/75,$23.00/12 ounces,April2019,9,7,9,9,8,,
Lexington Coffee Roasters,Aponte Colombia,90,"Lexington, Virginia","Narino Department, southern Colombia",Medium-Light,55/77,$15.95/12 ounces,April2019,8,8,8,9,7,,
Gracenote Coffee Roasters,Sumatra Tano Batak,94,"Boston, Massachusetts","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,55/68,$18.00/12 ounces,April2019,9,9,8,9,9,,
Notch Coffee,Boru Batak Sumatra,94,"Vancouver, British Columbia, Canada","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,53/75,CAD $18.00/340 grams,April2019,9,8,9,9,8,,
Giv COFFEE,Huta Raja Natural,93,"Torrington, Connecticut","Simalungun Regency, North Sumatra Province, Sumatra, Indonesia",Light,71/90,$20.99/12 ounces,April2019,,,,,,,
Paradise Roasters,Sumatra Pantan Musara,93,"Minneapolis, MInnesota","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,58/75,$19.95/12 ounces,April2019,9,9,8,9,8,,
Barrington Coffee Roasting,Ketiara Sumatra,92,"Lee, Massachusetts","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Light,57/87,$16.95/12 ounces,April2019,9,8,8,9,8,,
Peach Coffee Roasters,Sumatra Lintong,95,"Johns Creek, Georgia","Lintong growing region, North Sumatra Province, Indonesia",Medium,51/68,$17.00/12 ounces,April2019,9,9,9,9,9,,
Flight Coffee Co.,Tanzania Tarime AB,94,"Bedford, New Hampshire","Mara growing region, Tarime, Tanzania",Medium-Light,56/80,$17.00/12 ounces,April2019,9,9,9,9,8,,
Old Soul Co.,Colombia Monteblanco Purple Caturra Natural,90,"Sacramento, California","Palestina region, Huila Department, Colombia",Light,60/84,$19.00/12 ounces,March2019,8,8,8,8,8,,
Durango Coffee Company,Brazil Para Ela Natural,93,"Durango, Colorado","Campos Alto district, Minas Gerais State, southeastern Brazil",Medium-Light,55/77,$15.95/12 ounces,March2019,9,9,8,9,8,,
Corvus Coffee Roasters,Tumba Rwanda,92,"Denver, Colorado","Rulindo, Rwanda",Medium-Light,56/80,$17.00/12 ounces,March2019,9,8,8,9,8,,
Jampot Poorock Abbey,Ethiopia Harrar,91,"Eagle Harbor, Michigan",Harar (also Harrar) growing region of eastern Ethiopia,Medium-Dark,41/53,$18.00/16 ounces,March2019,8,8,9,9,7,,
Jampot Poorock Abbey,KonAroma Direct Trade Kona,90,"Eagle Harbor, Michigan","Kona growing district, Big Island of Hawaii",Medium,47/55,$24.00/8 ounces,March2019,8,8,8,8,8,,
Wild Goose Coffee Roasters,Peru Chirinois,92,"Redlands, California","San Ignacio Province, Cajamarca Region, northern Peru",Medium-Light,56/76,$18.00/12 ounces,March2019,9,8,8,9,8,,
Willoughby's Coffee & Tea,Ecuador Finca La Papaya,92,"Branford, Connecticut","Loja Province, southern Ecuador",Medium-Light,54/78,$28.99/16 ounces,March2019,9,8,8,9,8,,
Peach Coffee Roasters,Peru Natural Utcubamba,91,"Johns Creek, Georgia","Utcubamba Province, Amazonas Region, north-central Peru",Medium-Light,53/77,$15.00/12 ounces,March2019,8,8,8,9,8,,
Wonderstate Coffee,Ecuador Los Eucaliptos,93,"Driftless, Wisconsin","Chinchipe, Zamora Province, south-eastern Ecuador",Medium-Light,57/77,$18.00/12 ounces,March2019,9,8,9,9,8,,
Paradise Roasters,Ecuador Pichincha Typica,93,"Minneapolis, MInnesota","Pichincha Province, north-central Ecuador",Medium-Light,55/73,$12.95/6 ounces,March2019,9,9,8,9,8,,
PT's Coffee Roasting Co.,Ecuador Finca Carolina Fausto Romo,93,"Topeka, Kansas","Pichincha Province, north-central Ecuador",Medium-Light,54/76,$23.50/12 ounces,March2019,9,8,9,9,8,,
Bird Rock Coffee Roasters,Finca Tasta Peru,93,"San Diego, California","Satipo Province, Junin Region, central Peru",Medium-Light,55/75,$23.50/12 ounces,March2019,9,9,8,9,8,,
Greater Goods Coffee Roasters,Peru La Salina,93,"Austin, Texas","Jaén Province, Cajamarca Region, northern Peru",Medium-Light,52/70,$18.00/12 ounces,March2019,9,9,8,9,8,,
Big Creek Coffee Roasters,Ethiopia Hambela Alaka,93,"Hamilton, Montana","Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,55/77,$16.00/12 ounces,March2019,9,9,8,9,8,,
Hala Tree Kona Coffee,100% Kona Bourbon,93,"Captain Cook, Hawaii","Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,51/77,$30.00/8 ounces,March2019,9,8,9,9,8,,
Hala Tree Kona Coffee,Kona Naturals,92,"Captain Cook, Hawaii","Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,50/74,$30.00/8 ounces,March2019,9,8,8,9,8,,
Big Creek Coffee Roasters,Rwanda Rulindo Tumba,91,"Hamilton, Montana","Rulindo, Rwanda",Medium-Light,54/78,$15.00/12 ounces,March2019,8,8,8,9,8,,
Revel Coffee,Guatemala Quejina,92,"Billings, Montana","Region Concepción Huista, Huehuetenango growing region, Guatemala",Medium-Light,54/78,$16.50/12 ounces,March2019,9,8,8,9,8,,
Red Rooster Coffee Roaster,Flight Seasonal Espresso,94,"Floyd, Virginia",Costa Rica; Ethiopia,Medium-Light,54/78,$17.99/12 ounces,March2019,9,,9,9,8,9,
Red Rooster Coffee Roaster,Costa Rica Las Lajas Black Honey,93,"Floyd, Virginia","Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,54/74,$19.49/12 ounces,March2019,9,8,9,9,8,,
Greater Goods Coffee Roasters,Eaagads Estate Kenya,94,"Austin, Texas","Kiambu County, south-central Kenya",Medium-Light,52/76,$19.00/12 ounces,March2019,9,9,9,9,8,,
States Coffee & Mercantile,Ethiopia Guji,94,"Martinez, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,54/78,$12.00/8 ounces,March2019,9,9,9,9,8,,
Bird Rock Coffee Roasters,California Grown,92,"San Diego, California",Coastal southern California,Medium-Light,57/74,$100/200 grams,March2019,9,8,8,9,8,,
Dragonfly Coffee Roasters,Kenya Karindundu AA Small Lot Reserve,97,"Boulder, Colorado","Nyeri growing region, south-central Kenya",Medium-Light,54/78,$18.00/12 ounces,February2019,10,9,9,10,9,,
Dragonfly Coffee Roasters,Rwanda Kanzu,94,"Boulder, Colorado","Nyamasheke, Rwanda",Medium-Light,55/77,$24.00/12 ounces,February2019,9,9,9,9,8,,
Dragonfly Coffee Roasters,Ethiopia Kochere Natural,94,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/74,$18.00/12 ounces,February2019,9,9,9,9,8,,
Voila Coffee,Cirque Tarrazu F1 Natural,90,"Bend, Oregon","Tarrazu growing region, Costa Rica",NA,0/0,$26.00/five 5-gram single-serve packets,February2019,8,7,9,9,7,,
Temple Coffee Roasters,Kenya Thirikwa Single-Origin Espresso,94,"Sacramento, California","Nyeri growing region, south-central Kenya",Medium,42/64,$22.00/12 ounces,February2019,9,,8,9,9,9,
Thanksgiving Coffee Company,Mocha Java Blend Fair Trade Organic,92,"Fort Bragg, California",Ethiopia; Sumatra,Medium-Light,48/78,$14.50/12 ounces,February2019,9,8,8,9,8,,
Origin Coffee Roasters,Sumatra Tano Batak,95,"Kihei, Maui, Hawaii","Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,54/76,$20.99/12 ounces,February2019,9,9,9,9,9,,
Paradise Roasters,Moonbow Decaf,92,"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,February2019,8,8,9,9,8,,
Origin Coffee Roasters,Colombia La Guamera Honey,92,"Kihei, Maui, Hawaii","Caldas Department, Colombia",Medium-Light,56/78,$19.00/12 ounces,February2019,9,8,8,9,8,,
Paradise Roasters,Moonbow Decaf Espresso,91,"Minneapolis, MInnesota",South America,Medium-Dark,42/54,$13.95/12 ounces,February2019,8,,8,8,8,9,
